city,year,weekofyear,total_cases
sj,2008,18,24
sj,2008,19,21
sj,2008,20,34
sj,2008,21,36
sj,2008,22,31
sj,2008,23,44
sj,2008,24,39
sj,2008,25,43
sj,2008,26,41
sj,2008,27,41
sj,2008,28,47
sj,2008,29,42
sj,2008,30,41
sj,2008,31,41
sj,2008,32,48
sj,2008,33,44
sj,2008,34,41
sj,2008,35,47
sj,2008,36,64
sj,2008,37,46
sj,2008,38,46
sj,2008,39,37
sj,2008,40,41
sj,2008,41,41
sj,2008,42,37
sj,2008,43,37
sj,2008,44,43
sj,2008,45,40
sj,2008,46,42
sj,2008,47,39
sj,2008,48,31
sj,2008,49,20
sj,2008,50,20
sj,2008,51,21
sj,2008,52,20
sj,2009,1,20
sj,2009,2,20
sj,2009,3,21
sj,2009,4,21
sj,2009,5,24
sj,2009,6,20
sj,2009,7,20
sj,2009,8,20
sj,2009,9,20
sj,2009,10,20
sj,2009,11,20
sj,2009,12,20
sj,2009,13,20
sj,2009,14,20
sj,2009,15,20
sj,2009,16,20
sj,2009,17,20
sj,2009,18,21
sj,2009,19,20
sj,2009,20,34
sj,2009,21,25
sj,2009,22,40
sj,2009,23,41
sj,2009,24,47
sj,2009,25,41
sj,2009,26,68
sj,2009,27,45
sj,2009,28,41
sj,2009,29,45
sj,2009,30,44
sj,2009,31,44
sj,2009,32,45
sj,2009,33,41
sj,2009,34,42
sj,2009,35,55
sj,2009,36,44
sj,2009,37,41
sj,2009,38,42
sj,2009,39,41
sj,2009,40,51
sj,2009,41,51
sj,2009,42,51
sj,2009,43,41
sj,2009,44,44
sj,2009,45,56
sj,2009,46,36
sj,2009,47,40
sj,2009,48,38
sj,2009,49,37
sj,2009,50,37
sj,2009,51,35
sj,2009,52,25
sj,2010,53,25
sj,2010,1,32
sj,2010,2,21
sj,2010,3,32
sj,2010,4,29
sj,2010,5,21
sj,2010,6,20
sj,2010,7,21
sj,2010,8,21
sj,2010,9,37
sj,2010,10,25
sj,2010,11,22
sj,2010,12,41
sj,2010,13,34
sj,2010,14,20
sj,2010,15,20
sj,2010,16,31
sj,2010,17,39
sj,2010,18,41
sj,2010,19,38
sj,2010,20,41
sj,2010,21,40
sj,2010,22,69
sj,2010,23,52
sj,2010,24,42
sj,2010,25,41
sj,2010,26,44
sj,2010,27,75
sj,2010,28,71
sj,2010,29,46
sj,2010,30,57
sj,2010,31,47
sj,2010,32,84
sj,2010,33,52
sj,2010,34,81
sj,2010,35,61
sj,2010,36,68
sj,2010,37,80
sj,2010,38,50
sj,2010,39,41
sj,2010,40,44
sj,2010,41,81
sj,2010,42,41
sj,2010,43,52
sj,2010,44,36
sj,2010,45,38
sj,2010,46,31
sj,2010,47,20
sj,2010,48,20
sj,2010,49,21
sj,2010,50,31
sj,2010,51,20
sj,2011,52,20
sj,2011,1,20
sj,2011,2,24
sj,2011,3,24
sj,2011,4,21
sj,2011,5,20
sj,2011,6,20
