city,year,weekofyear,total_cases
sj,2008,18,24
sj,2008,19,24
sj,2008,20,31
sj,2008,21,41
sj,2008,22,32
sj,2008,23,47
sj,2008,24,40
sj,2008,25,43
sj,2008,26,42
sj,2008,27,42
sj,2008,28,47
sj,2008,29,42
sj,2008,30,42
sj,2008,31,42
sj,2008,32,45
sj,2008,33,44
sj,2008,34,42
sj,2008,35,46
sj,2008,36,59
sj,2008,37,44
sj,2008,38,45
sj,2008,39,34
sj,2008,40,36
sj,2008,41,42
sj,2008,42,34
sj,2008,43,39
sj,2008,44,48
sj,2008,45,40
sj,2008,46,43
sj,2008,47,40
sj,2008,48,26
sj,2008,49,24
sj,2008,50,24
sj,2008,51,24
sj,2008,52,24
sj,2009,1,24
sj,2009,2,24
sj,2009,3,24
sj,2009,4,24
sj,2009,5,24
sj,2009,6,24
sj,2009,7,24
sj,2009,8,24
sj,2009,9,24
sj,2009,10,24
sj,2009,11,24
sj,2009,12,24
sj,2009,13,24
sj,2009,14,24
sj,2009,15,24
sj,2009,16,24
sj,2009,17,24
sj,2009,18,24
sj,2009,19,24
sj,2009,20,35
sj,2009,21,25
sj,2009,22,40
sj,2009,23,41
sj,2009,24,49
sj,2009,25,41
sj,2009,26,51
sj,2009,27,43
sj,2009,28,42
sj,2009,29,43
sj,2009,30,43
sj,2009,31,43
sj,2009,32,43
sj,2009,33,42
sj,2009,34,42
sj,2009,35,46
sj,2009,36,43
sj,2009,37,41
sj,2009,38,42
sj,2009,39,42
sj,2009,40,46
sj,2009,41,46
sj,2009,42,46
sj,2009,43,43
sj,2009,44,43
sj,2009,45,51
sj,2009,46,34
sj,2009,47,41
sj,2009,48,38
sj,2009,49,38
sj,2009,50,38
sj,2009,51,31
sj,2009,52,25
sj,2010,53,25
sj,2010,1,27
sj,2010,2,24
sj,2010,3,30
sj,2010,4,28
sj,2010,5,24
sj,2010,6,24
sj,2010,7,24
sj,2010,8,24
sj,2010,9,34
sj,2010,10,24
sj,2010,11,24
sj,2010,12,35
sj,2010,13,36
sj,2010,14,24
sj,2010,15,24
sj,2010,16,29
sj,2010,17,39
sj,2010,18,36
sj,2010,19,40
sj,2010,20,41
sj,2010,21,42
sj,2010,22,65
sj,2010,23,49
sj,2010,24,43
sj,2010,25,41
sj,2010,26,41
sj,2010,27,65
sj,2010,28,65
sj,2010,29,42
sj,2010,30,38
sj,2010,31,46
sj,2010,32,59
sj,2010,33,49
sj,2010,34,58
sj,2010,35,58
sj,2010,36,63
sj,2010,37,58
sj,2010,38,45
sj,2010,39,42
sj,2010,40,45
sj,2010,41,58
sj,2010,42,41
sj,2010,43,49
sj,2010,44,35
sj,2010,45,38
sj,2010,46,27
sj,2010,47,24
sj,2010,48,24
sj,2010,49,24
sj,2010,50,27
sj,2010,51,24
sj,2011,52,24
sj,2011,1,24
sj,2011,2,24
sj,2011,3,24
sj,2011,4,24
sj,2011,5,24
sj,2011,6,24
sj,2011,7,24
sj,2011,8,24
sj,2011,9,24
sj,2011,10,24
sj,2011,11,24
sj,2011,12,24
sj,2011,13,24
sj,2011,14,25
sj,2011,15,24
sj,2011,16,24
sj,2011,17,24
sj,2011,18,29
sj,2011,19,24
sj,2011,20,31
sj,2011,21,34
sj,2011,22,40
sj,2011,23,34
sj,2011,24,47
sj,2011,25,43
sj,2011,26,39
sj,2011,27,44
sj,2011,28,43
sj,2011,29,34
sj,2011,30,56
sj,2011,31,42
sj,2011,32,48
sj,2011,33,44
sj,2011,34,65
sj,2011,35,37
sj,2011,36,42
sj,2011,37,46
sj,2011,38,34
sj,2011,39,44
sj,2011,40,46
sj,2011,41,39
sj,2011,42,39
sj,2011,43,40
sj,2011,44,34
sj,2011,45,34
sj,2011,46,38
sj,2011,47,40
sj,2011,48,34
sj,2011,49,24
sj,2011,50,30
sj,2011,51,24
sj,2012,52,24
sj,2012,1,24
sj,2012,2,24
sj,2012,3,24
sj,2012,4,24
sj,2012,5,24
sj,2012,6,24
sj,2012,7,24
sj,2012,8,24
sj,2012,9,24
sj,2012,10,24
sj,2012,11,24
sj,2012,12,24
sj,2012,13,24
sj,2012,14,24
sj,2012,15,30
sj,2012,16,24
sj,2012,17,24
sj,2012,18,50
sj,2012,19,29
sj,2012,20,41
sj,2012,21,40
sj,2012,22,45
sj,2012,23,42
sj,2012,24,43
sj,2012,25,43
sj,2012,26,43
sj,2012,27,43
sj,2012,28,40
sj,2012,29,42
sj,2012,30,43
sj,2012,31,42
sj,2012,32,43
sj,2012,33,45
sj,2012,34,43
sj,2012,35,41
sj,2012,36,42
sj,2012,37,43
sj,2012,38,43
sj,2012,39,43
sj,2012,40,42
sj,2012,41,42
sj,2012,42,44
sj,2012,43,42
sj,2012,44,44
sj,2012,45,42
sj,2012,46,42
sj,2012,47,41
sj,2012,48,49
sj,2012,49,36
sj,2012,50,24
sj,2012,51,24
sj,2013,1,24
sj,2013,2,24
sj,2013,3,24
sj,2013,4,24
sj,2013,5,24
sj,2013,6,24
sj,2013,7,24
sj,2013,8,24
sj,2013,9,24
sj,2013,10,24
sj,2013,11,24
sj,2013,12,24
sj,2013,13,24
sj,2013,14,24
sj,2013,15,35
sj,2013,16,40
sj,2013,17,24
iq,2010,26,7
iq,2010,27,6
iq,2010,28,9
iq,2010,29,5
iq,2010,30,5
iq,2010,31,6
iq,2010,32,5
iq,2010,33,6
iq,2010,34,5
iq,2010,35,6
iq,2010,36,6
iq,2010,37,6
iq,2010,38,6
iq,2010,39,5
