city,year,weekofyear,total_cases
sj,2008,18,5
sj,2008,19,6
sj,2008,20,5
sj,2008,21,5
sj,2008,22,5
sj,2008,23,5
sj,2008,24,5
sj,2008,25,5
sj,2008,26,4
sj,2008,27,4
sj,2008,28,4
sj,2008,29,5
sj,2008,30,4
sj,2008,31,4
sj,2008,32,4
sj,2008,33,4
sj,2008,34,4
sj,2008,35,4
sj,2008,36,4
sj,2008,37,4
sj,2008,38,4
sj,2008,39,4
sj,2008,40,4
sj,2008,41,4
sj,2008,42,4
sj,2008,43,5
sj,2008,44,5
sj,2008,45,5
sj,2008,46,5
sj,2008,47,5
sj,2008,48,5
sj,2008,49,6
sj,2008,50,6
sj,2008,51,6
sj,2008,52,7
sj,2009,1,7
sj,2009,2,7
sj,2009,3,7
sj,2009,4,7
sj,2009,5,7
sj,2009,6,7
sj,2009,7,7
sj,2009,8,7
sj,2009,9,7
sj,2009,10,7
sj,2009,11,7
sj,2009,12,7
sj,2009,13,7
sj,2009,14,7
sj,2009,15,7
sj,2009,16,7
sj,2009,17,7
sj,2009,18,6
sj,2009,19,6
sj,2009,20,6
sj,2009,21,6
sj,2009,22,6
sj,2009,23,5
sj,2009,24,5
sj,2009,25,5
sj,2009,26,5
sj,2009,27,5
sj,2009,28,4
sj,2009,29,5
sj,2009,30,4
sj,2009,31,4
sj,2009,32,4
sj,2009,33,4
sj,2009,34,4
sj,2009,35,5
sj,2009,36,4
sj,2009,37,4
sj,2009,38,4
sj,2009,39,4
sj,2009,40,4
sj,2009,41,4
sj,2009,42,4
sj,2009,43,4
sj,2009,44,4
sj,2009,45,4
sj,2009,46,4
sj,2009,47,4
sj,2009,48,4
sj,2009,49,5
sj,2009,50,5
sj,2009,51,5
sj,2009,52,5
sj,2010,53,5
sj,2010,1,5
sj,2010,2,6
sj,2010,3,6
sj,2010,4,6
sj,2010,5,7
sj,2010,6,7
sj,2010,7,6
sj,2010,8,6
sj,2010,9,6
sj,2010,10,6
sj,2010,11,6
sj,2010,12,5
sj,2010,13,5
sj,2010,14,5
sj,2010,15,6
sj,2010,16,6
sj,2010,17,5
sj,2010,18,5
sj,2010,19,5
sj,2010,20,5
sj,2010,21,4
sj,2010,22,5
sj,2010,23,4
sj,2010,24,4
sj,2010,25,4
sj,2010,26,4
sj,2010,27,4
sj,2010,28,4
sj,2010,29,4
sj,2010,30,4
sj,2010,31,4
sj,2010,32,4
sj,2010,33,4
sj,2010,34,4
sj,2010,35,4
sj,2010,36,4
sj,2010,37,4
sj,2010,38,4
sj,2010,39,4
sj,2010,40,5
sj,2010,41,4
sj,2010,42,4
sj,2010,43,4
sj,2010,44,4
sj,2010,45,4
sj,2010,46,5
sj,2010,47,5
sj,2010,48,6
sj,2010,49,6
sj,2010,50,6
sj,2010,51,7
sj,2011,52,7
sj,2011,1,7
sj,2011,2,7
sj,2011,3,7
sj,2011,4,7
sj,2011,5,7
sj,2011,6,7
sj,2011,7,7
sj,2011,8,7
sj,2011,9,7
sj,2011,10,7
sj,2011,11,8
sj,2011,12,8
sj,2011,13,7
sj,2011,14,7
sj,2011,15,7
sj,2011,16,7
sj,2011,17,6
sj,2011,18,6
sj,2011,19,6
sj,2011,20,6
sj,2011,21,6
sj,2011,22,6
sj,2011,23,6
sj,2011,24,5
sj,2011,25,5
sj,2011,26,4
sj,2011,27,4
sj,2011,28,4
sj,2011,29,4
sj,2011,30,4
sj,2011,31,4
sj,2011,32,4
sj,2011,33,4
sj,2011,34,4
sj,2011,35,4
sj,2011,36,4
sj,2011,37,4
sj,2011,38,5
sj,2011,39,4
sj,2011,40,4
sj,2011,41,4
sj,2011,42,4
sj,2011,43,4
sj,2011,44,4
sj,2011,45,4
sj,2011,46,5
sj,2011,47,5
sj,2011,48,5
sj,2011,49,5
sj,2011,50,6
sj,2011,51,6
sj,2012,52,6
sj,2012,1,6
sj,2012,2,6
sj,2012,3,7
sj,2012,4,7
sj,2012,5,7
sj,2012,6,7
sj,2012,7,7
sj,2012,8,7
sj,2012,9,7
sj,2012,10,7
sj,2012,11,7
sj,2012,12,7
sj,2012,13,7
sj,2012,14,6
sj,2012,15,6
sj,2012,16,6
sj,2012,17,6
sj,2012,18,6
sj,2012,19,6
sj,2012,20,5
sj,2012,21,5
sj,2012,22,5
sj,2012,23,5
sj,2012,24,5
sj,2012,25,5
sj,2012,26,5
sj,2012,27,4
sj,2012,28,4
sj,2012,29,4
sj,2012,30,4
sj,2012,31,4
sj,2012,32,4
sj,2012,33,4
sj,2012,34,4
sj,2012,35,4
sj,2012,36,4
sj,2012,37,4
sj,2012,38,5
sj,2012,39,5
sj,2012,40,4
sj,2012,41,4
sj,2012,42,4
sj,2012,43,4
sj,2012,44,4
sj,2012,45,4
sj,2012,46,4
sj,2012,47,4
sj,2012,48,4
sj,2012,49,4
sj,2012,50,5
sj,2012,51,5
sj,2013,1,5
sj,2013,2,6
sj,2013,3,6
sj,2013,4,6
sj,2013,5,6
sj,2013,6,7
sj,2013,7,7
sj,2013,8,7
sj,2013,9,7
sj,2013,10,6
sj,2013,11,7
sj,2013,12,7
sj,2013,13,6
sj,2013,14,6
sj,2013,15,6
sj,2013,16,5
sj,2013,17,6
iq,2010,26,4
iq,2010,27,4
iq,2010,28,4
iq,2010,29,4
iq,2010,30,4
iq,2010,31,4
iq,2010,32,4
