city,year,weekofyear,total_cases
sj,2008,18,26
sj,2008,19,20
sj,2008,20,32
sj,2008,21,35
sj,2008,22,26
sj,2008,23,50
sj,2008,24,37
sj,2008,25,44
sj,2008,26,39
sj,2008,27,39
sj,2008,28,43
sj,2008,29,43
sj,2008,30,39
sj,2008,31,39
sj,2008,32,54
sj,2008,33,45
sj,2008,34,39
sj,2008,35,47
sj,2008,36,70
sj,2008,37,49
sj,2008,38,49
sj,2008,39,36
sj,2008,40,42
sj,2008,41,39
sj,2008,42,39
sj,2008,43,35
sj,2008,44,43
sj,2008,45,40
sj,2008,46,39
sj,2008,47,42
sj,2008,48,31
sj,2008,49,18
sj,2008,50,18
sj,2008,51,22
sj,2008,52,18
sj,2009,1,18
sj,2009,2,18
sj,2009,3,21
sj,2009,4,21
sj,2009,5,26
sj,2009,6,18
sj,2009,7,18
sj,2009,8,18
sj,2009,9,18
sj,2009,10,18
sj,2009,11,18
sj,2009,12,18
sj,2009,13,18
sj,2009,14,18
sj,2009,15,18
sj,2009,16,18
sj,2009,17,17
sj,2009,18,21
sj,2009,19,18
sj,2009,20,34
sj,2009,21,26
sj,2009,22,39
sj,2009,23,41
sj,2009,24,44
sj,2009,25,39
sj,2009,26,80
sj,2009,27,49
sj,2009,28,39
sj,2009,29,48
sj,2009,30,44
sj,2009,31,44
sj,2009,32,49
sj,2009,33,39
sj,2009,34,42
sj,2009,35,65
sj,2009,36,42
sj,2009,37,40
sj,2009,38,39
sj,2009,39,39
sj,2009,40,58
sj,2009,41,54
sj,2009,42,53
sj,2009,43,40
sj,2009,44,45
sj,2009,45,56
sj,2009,46,38
sj,2009,47,41
sj,2009,48,37
sj,2009,49,34
sj,2009,50,33
sj,2009,51,38
sj,2009,52,25
sj,2010,53,25
sj,2010,1,32
sj,2010,2,21
sj,2010,3,35
sj,2010,4,30
sj,2010,5,22
sj,2010,6,18
sj,2010,7,20
sj,2010,8,20
sj,2010,9,42
sj,2010,10,32
sj,2010,11,24
sj,2010,12,45
sj,2010,13,33
sj,2010,14,17
sj,2010,15,18
sj,2010,16,31
sj,2010,17,38
sj,2010,18,40
sj,2010,19,36
sj,2010,20,38
sj,2010,21,39
sj,2010,22,71
sj,2010,23,54
sj,2010,24,42
sj,2010,25,40
sj,2010,26,43
sj,2010,27,79
sj,2010,28,82
sj,2010,29,47
sj,2010,30,58
sj,2010,31,47
sj,2010,32,110
sj,2010,33,54
sj,2010,34,104
sj,2010,35,62
sj,2010,36,72
sj,2010,37,101
sj,2010,38,59
sj,2010,39,40
sj,2010,40,45
sj,2010,41,104
sj,2010,42,38
