city,year,weekofyear,total_cases
sj,2008,18,5
sj,2008,19,6
sj,2008,20,6
sj,2008,21,6
sj,2008,22,6
sj,2008,23,7
sj,2008,24,7
sj,2008,25,7
sj,2008,26,7
sj,2008,27,8
sj,2008,28,8
sj,2008,29,8
sj,2008,30,8
sj,2008,31,9
sj,2008,32,9
sj,2008,33,10
sj,2008,34,10
sj,2008,35,11
sj,2008,36,11
sj,2008,37,11
sj,2008,38,11
sj,2008,39,11
sj,2008,40,11
sj,2008,41,11
sj,2008,42,10
sj,2008,43,10
sj,2008,44,10
sj,2008,45,10
sj,2008,46,10
sj,2008,47,10
sj,2008,48,9
sj,2008,49,8
sj,2008,50,7
sj,2008,51,7
sj,2008,52,6
sj,2009,1,6
sj,2009,2,5
sj,2009,3,5
sj,2009,4,6
sj,2009,5,6
sj,2009,6,6
sj,2009,7,5
sj,2009,8,5
sj,2009,9,5
sj,2009,10,5
sj,2009,11,5
sj,2009,12,5
sj,2009,13,5
sj,2009,14,5
sj,2009,15,5
sj,2009,16,5
sj,2009,17,5
sj,2009,18,6
sj,2009,19,6
sj,2009,20,6
sj,2009,21,6
sj,2009,22,6
sj,2009,23,7
sj,2009,24,7
sj,2009,25,7
sj,2009,26,7
sj,2009,27,8
sj,2009,28,8
sj,2009,29,9
sj,2009,30,10
sj,2009,31,10
sj,2009,32,11
sj,2009,33,11
sj,2009,34,11
sj,2009,35,12
sj,2009,36,11
sj,2009,37,11
sj,2009,38,11
sj,2009,39,11
sj,2009,40,11
sj,2009,41,11
sj,2009,42,12
sj,2009,43,11
sj,2009,44,11
sj,2009,45,11
sj,2009,46,10
sj,2009,47,10
sj,2009,48,10
sj,2009,49,10
sj,2009,50,10
sj,2009,51,9
sj,2009,52,9
sj,2010,53,8
sj,2010,1,8
sj,2010,2,7
sj,2010,3,7
sj,2010,4,6
sj,2010,5,6
sj,2010,6,6
sj,2010,7,6
sj,2010,8,6
sj,2010,9,6
sj,2010,10,6
sj,2010,11,6
sj,2010,12,6
sj,2010,13,6
sj,2010,14,6
sj,2010,15,6
sj,2010,16,6
sj,2010,17,7
sj,2010,18,7
sj,2010,19,7
sj,2010,20,7
sj,2010,21,7
sj,2010,22,8
sj,2010,23,9
sj,2010,24,10
sj,2010,25,10
sj,2010,26,10
sj,2010,27,11
sj,2010,28,11
sj,2010,29,11
sj,2010,30,11
sj,2010,31,11
sj,2010,32,11
sj,2010,33,11
sj,2010,34,11
sj,2010,35,11
sj,2010,36,11
sj,2010,37,11
sj,2010,38,11
sj,2010,39,11
sj,2010,40,11
sj,2010,41,11
sj,2010,42,11
sj,2010,43,11
sj,2010,44,10
sj,2010,45,10
sj,2010,46,10
sj,2010,47,9
sj,2010,48,8
sj,2010,49,7
sj,2010,50,6
sj,2010,51,6
sj,2011,52,6
sj,2011,1,5
sj,2011,2,5
sj,2011,3,6
sj,2011,4,6
sj,2011,5,5
sj,2011,6,5
sj,2011,7,5
sj,2011,8,5
sj,2011,9,5
sj,2011,10,5
sj,2011,11,5
sj,2011,12,5
sj,2011,13,5
sj,2011,14,5
sj,2011,15,5
sj,2011,16,5
sj,2011,17,6
sj,2011,18,6
sj,2011,19,6
sj,2011,20,6
sj,2011,21,6
sj,2011,22,7
sj,2011,23,7
sj,2011,24,7
sj,2011,25,7
sj,2011,26,8
sj,2011,27,8
sj,2011,28,8
sj,2011,29,8
sj,2011,30,9
sj,2011,31,9
sj,2011,32,10
sj,2011,33,10
sj,2011,34,11
sj,2011,35,11
sj,2011,36,11
sj,2011,37,11
sj,2011,38,11
sj,2011,39,11
sj,2011,40,11
sj,2011,41,11
sj,2011,42,11
sj,2011,43,10
sj,2011,44,10
sj,2011,45,10
sj,2011,46,10
sj,2011,47,10
sj,2011,48,9
sj,2011,49,9
sj,2011,50,8
sj,2011,51,7
sj,2012,52,7
sj,2012,1,6
sj,2012,2,6
sj,2012,3,6
sj,2012,4,5
sj,2012,5,5
sj,2012,6,5
sj,2012,7,5
sj,2012,8,5
sj,2012,9,5
sj,2012,10,5
sj,2012,11,5
sj,2012,12,5
sj,2012,13,5
sj,2012,14,6
sj,2012,15,6
sj,2012,16,6
sj,2012,17,6
sj,2012,18,6
sj,2012,19,6
sj,2012,20,7
sj,2012,21,7
sj,2012,22,7
sj,2012,23,7
sj,2012,24,8
sj,2012,25,9
sj,2012,26,10
sj,2012,27,10
sj,2012,28,10
sj,2012,29,11
sj,2012,30,11
sj,2012,31,11
sj,2012,32,11
sj,2012,33,11
sj,2012,34,11
sj,2012,35,11
sj,2012,36,11
sj,2012,37,11
sj,2012,38,11
sj,2012,39,11
sj,2012,40,11
sj,2012,41,11
sj,2012,42,11
sj,2012,43,11
sj,2012,44,11
sj,2012,45,11
sj,2012,46,11
sj,2012,47,11
sj,2012,48,11
sj,2012,49,10
sj,2012,50,10
sj,2012,51,9
sj,2013,1,8
sj,2013,2,7
sj,2013,3,6
sj,2013,4,6
sj,2013,5,6
sj,2013,6,6
sj,2013,7,5
sj,2013,8,5
sj,2013,9,5
sj,2013,10,5
sj,2013,11,5
sj,2013,12,5
sj,2013,13,5
sj,2013,14,6
sj,2013,15,6
sj,2013,16,6
sj,2013,17,6
iq,2010,26,4
iq,2010,27,4
iq,2010,28,5
iq,2010,29,5
iq,2010,30,5
iq,2010,31,5
iq,2010,32,5
